"price","sqft","bedrooms","baths","age","pool","style","fireplace","waterfront","dom"
195000,2851,4,2,8,0,7,1,0,112
128800,1498,4,2,8,1,7,1,0,51
228000,3005,4,3,2,0,7,1,1,156
168750,2298,3,2,5,0,7,1,0,16
203900,2887,3,2,8,0,7,1,0,137
239900,3400,4,2,8,0,7,1,0,64
1580000,7640,5,4,13,0,7,1,1,20
369250,4075,4,3,1,0,7,1,1,137
330000,3648,3,3,13,0,7,1,0,164
160500,2305,4,2,2,0,7,1,0,124
142500,2171,3,2,2,0,7,1,0,33
226900,3498,3,2,2,0,7,1,0,157
290000,3125,4,2,8,0,7,1,0,153
244500,2937,4,3,2,0,7,1,1,108
140700,2205,3,2,1,0,7,1,0,257
81500,1119,3,1,35,0,8,1,0,49
125000,3096,4,2,18,0,8,1,0,28
120000,1955,2,1,63,0,8,1,0,9
119600,1239,2,1,45,0,8,0,0,540
124000,2195,3,2,45,0,8,1,0,20
401000,5017,4,4,45,0,8,1,0,3
57000,825,2,1,45,0,8,0,0,41
150000,2000,3,1,80,0,8,0,0,0
161000,1380,3,2,80,0,8,1,0,10
130400,1688,3,2,45,0,8,0,0,10
159000,1918,3,2,80,0,8,0,0,0
51900,1268,2,1,45,0,8,0,0,8
175000,2445,3,2,63,0,8,1,0,9
24000,838,2,1,45,0,8,0,0,8
83500,1442,3,2,8,0,8,0,0,26
63500,1488,3,2,25,0,8,0,0,330
150000,2248,3,2,80,0,8,0,0,247
61000,1392,2,1,35,0,8,0,0,5
93700,2069,3,2,25,0,8,1,0,77
116500,1742,2,1,63,0,8,1,0,17
32500,1618,2,2,63,0,8,0,0,244
71500,1765,3,2,45,0,8,0,0,154
120000,2056,3,1,63,0,8,1,0,100
52500,1425,2,1,35,0,8,0,0,28
230777,2400,2,1,45,0,8,1,0,10
114000,1297,2,1,80,0,8,0,0,26
255000,3074,3,2,8,0,8,0,1,14
85000,1379,3,1,45,0,8,0,0,91
180000,1537,3,2,45,0,8,1,0,23
135000,2379,3,2,63,0,8,0,0,219
94900,1420,3,2,1,0,8,0,0,9
124000,2136,3,2,80,0,8,1,0,154
43500,1363,2,1,63,0,8,0,0,161
100000,1500,2,1,63,0,8,0,0,3
72500,1582,3,1,35,0,8,0,0,34
135000,1277,1,1,63,0,8,0,0,140
30000,1241,3,1,45,0,8,0,0,28
149000,2107,3,2,63,0,8,0,0,4
156700,1722,3,2,1,0,8,0,1,22
27000,1008,2,1,63,0,8,0,0,8
50000,735,2,1,35,0,8,0,0,79
237000,2629,3,2,63,0,8,1,0,413
131000,2330,3,2,8,0,8,1,0,262
53000,1139,2,1,45,0,8,0,0,31
60000,1163,2,1,25,0,8,0,0,6
69000,1364,3,1,45,0,8,0,0,7
119900,1152,2,1,45,0,8,0,0,17
127000,1931,3,2,13,0,8,1,0,151
290000,1844,4,2,35,0,8,0,1,728
59000,1744,4,2,25,0,8,0,0,28
125000,2451,3,2,63,0,8,0,0,1
30000,1305,3,1,35,0,8,0,0,209
169000,2314,3,2,25,0,8,1,1,191
38300,1488,4,2,63,0,8,0,0,29
159900,1722,3,2,1,0,8,0,1,1
172500,1472,3,2,63,0,8,1,0,16
74900,1710,3,3,45,0,8,0,0,7
72000,1175,3,1,25,0,8,0,0,68
40001,2334,2,1,35,0,8,0,0,92
236500,2751,3,2,63,0,8,1,0,28
128500,1267,2,2,63,0,8,0,0,47
205900,3460,4,3,8,0,10,1,0,40
95000,1826,3,2,25,0,10,1,0,174
129500,2246,3,2,2,0,10,1,0,150
132000,2616,3,2,45,0,10,0,0,97
25000,1579,3,1,35,0,10,0,0,3
240000,2505,4,2,8,0,10,1,0,15
66000,3580,4,2,80,0,10,1,0,0
113857,2057,3,2,25,0,10,1,0,104
64900,1033,2,1,63,0,10,0,0,8
295000,7790,5,3,18,0,10,1,0,119
1260000,7249,5,5,35,0,10,1,0,107
152500,1320,2,2,2,0,10,0,0,11
161000,2704,3,2,8,0,10,1,0,86
228000,3737,3,2,2,0,10,1,0,77
141000,2276,3,2,8,0,10,1,0,8
1400000,6397,5,5,8,0,10,1,1,245
113000,2800,3,2,25,0,10,1,0,0
177500,3020,3,2,13,0,11,1,0,48
165000,3251,3,2,2,0,11,0,0,5
108900,1755,3,2,8,0,11,1,0,5
332694,4988,4,2,18,1,11,1,0,9
34000,662,2,1,25,0,11,0,1,323
158500,3213,4,2,35,0,11,1,0,49
115000,1998,3,2,5,0,11,1,0,14
118650,1666,3,2,13,0,11,1,0,50
215000,4919,4,3,1,0,11,0,0,74
195000,3348,3,2,2,0,11,1,1,126
172000,2603,3,2,8,0,11,1,0,126
266900,5140,3,3,8,0,11,1,0,89
124000,1912,3,2,18,0,11,1,0,7
127820,2019,3,2,2,0,11,1,0,83
105000,1368,3,2,5,0,11,1,0,35
374000,6203,7,4,25,1,11,1,0,28
160000,2766,3,2,63,0,11,0,0,89
129000,1907,3,2,25,0,11,1,0,28
320000,4500,4,2,18,0,11,1,0,57
124600,1956,3,2,25,0,11,0,0,59
219000,4805,4,2,25,1,11,1,1,59
288500,2660,3,2,35,0,11,0,0,6
295000,3729,4,3,8,0,11,1,0,47
136000,2791,3,2,18,1,11,1,0,39
108000,2418,3,2,13,0,11,1,0,7
138000,2630,4,2,13,0,11,0,0,126
164000,2456,4,2,8,0,11,1,0,42
116500,2297,3,2,25,0,11,1,0,12
177000,2875,3,2,25,0,11,1,0,14
139900,3573,4,2,13,0,11,0,0,30
184000,2028,3,2,8,0,11,1,0,21
320000,4411,4,3,5,0,11,1,1,12
130000,2905,3,2,25,0,11,0,0,17
126000,1404,3,2,2,0,11,1,0,96
112500,1836,3,2,25,0,11,0,0,45
96000,1640,3,2,2,0,11,0,0,49
104000,1514,3,2,5,0,11,0,0,49
114900,1918,3,2,2,0,11,0,0,49
117000,1994,3,2,25,0,11,1,0,13
150000,2562,3,2,18,0,11,1,0,123
123808,3148,5,2,25,0,11,0,0,13
168000,2985,3,2,8,0,11,1,0,128
210000,3069,4,2,8,0,11,1,0,50
152000,3143,4,2,25,0,11,1,0,78
146000,3947,4,2,25,1,11,1,0,105
195000,4110,4,2,25,0,11,0,0,32
227500,3147,4,2,8,0,11,1,1,3
114900,3195,3,2,25,1,11,1,0,63
125000,2238,3,2,18,0,11,1,1,27
150000,2680,3,2,25,1,11,1,0,9
104000,1488,3,1,63,0,11,0,0,93
80500,1334,3,1,35,0,11,0,0,11
235000,3964,3,2,8,0,11,1,0,15
105000,1724,3,2,5,0,11,1,0,2
122000,2315,3,2,13,0,11,1,0,21
311000,3955,3,2,18,0,11,0,0,32
122570,2853,5,3,25,0,11,1,0,34
41000,1296,2,1,45,0,11,0,0,23
31900,1993,3,2,80,0,11,0,0,18
122900,2570,3,2,13,1,11,0,0,7
161500,2936,4,2,25,0,11,1,0,60
118000,2492,3,2,18,0,11,1,0,17
51000,1744,4,1,45,0,11,0,0,9
118000,2042,3,2,5,0,11,1,0,45
105000,1962,3,2,18,0,11,1,0,16
92000,1350,3,2,8,0,11,1,0,74
195900,4000,4,3,8,1,11,1,1,77
185000,3479,4,2,35,0,11,1,0,76
130000,2172,3,2,18,0,11,1,0,25
119000,2095,3,2,25,0,11,1,0,32
82000,1256,3,2,8,0,11,0,0,4
162000,1949,3,2,63,0,11,0,0,25
142500,2212,3,2,5,0,11,1,0,56
114500,1874,3,2,8,0,11,1,0,48
111000,1487,3,2,13,0,11,1,0,55
202500,2650,4,3,8,1,11,0,0,72
143500,2168,3,2,18,0,11,1,0,0
179900,3476,4,2,25,0,11,1,0,14
120000,1684,3,2,18,0,11,1,0,10
108000,1681,3,2,5,0,11,1,1,4
142500,2693,3,2,8,0,11,1,0,9
149000,2967,4,3,13,1,11,1,0,62
172600,3594,4,3,13,0,11,1,0,48
52000,960,3,1,35,0,11,0,0,19
112900,1272,3,2,5,0,11,0,0,9
1280000,7086,5,3,13,1,11,1,1,4
160000,2410,3,2,2,0,11,0,0,72
88500,1317,3,1,8,0,11,1,0,63
89900,1712,2,2,18,0,11,1,0,44
245000,3002,4,4,5,0,11,1,0,109
124500,2255,3,2,18,0,11,1,0,180
344900,3990,4,2,13,0,11,1,0,3
193000,3086,4,2,8,0,11,1,0,19
152400,2534,4,2,25,0,11,1,0,9
